@relation lottoInfo-weka.filters.unsupervised.attribute.Remove-R1

@attribute num1 numeric
@attribute num2 numeric
@attribute num3 numeric
@attribute num4 numeric
@attribute num5 numeric
@attribute num6 numeric
@attribute bonusNum numeric
@attribute winningDate numeric

@data
1,9,10,12,21,40,37,20091010
10,14,18,21,36,37,5,20091003
2,8,14,25,29,45,24,20090926
5,8,29,30,35,44,38,20090919
14,19,36,43,44,45,1,20090912
11,16,19,22,29,36,26,20090905
5,16,17,20,26,41,24,20090829
5,25,27,29,34,36,33,20090822
1,8,18,24,29,33,35,20090815
5,13,14,20,24,25,36,20090808
3,14,17,20,24,31,34,20090801
3,8,13,27,32,42,10,20090725
5,13,14,22,44,45,33,20090718
15,20,23,29,39,42,2,20090711
1,2,15,28,34,45,38,20090704
1,10,17,29,31,43,15,20090627
1,13,14,33,34,43,25,20090620
1,8,19,34,39,43,41,20090613
18,24,26,29,34,38,32,20090606
6,8,14,21,30,37,45,20090530
2,13,34,38,42,45,16,20090523
1,5,14,18,32,37,4,20090516
3,5,20,34,35,44,16,20090509
5,9,16,23,26,45,21,20090502
13,15,21,29,39,43,33,20090425
5,14,27,30,39,43,35,20090418
16,17,34,36,42,45,3,20090411
4,9,14,26,31,44,39,20090404
3,4,16,17,19,20,23,20090328
9,17,19,30,35,42,4,20090321
1,6,9,16,17,28,24,20090314
6,12,13,17,32,44,24,20090307
16,23,25,33,36,39,40,20090228
7,17,20,32,44,45,33,20090221
2,4,21,25,33,36,17,20090214
10,14,15,32,36,42,3,20090207
9,18,29,32,38,43,20,20090131
12,18,20,21,25,34,42,20090124
16,19,23,25,41,45,3,20090117
5,8,22,28,33,42,37,20090110
2,17,19,20,34,45,21,20090103
3,10,11,22,36,39,8,20081227
10,11,21,27,31,39,43,20081220
1,13,33,35,43,45,23,20081213
15,17,19,34,38,41,2,20081206
9,17,34,35,43,45,2,20081129
2,3,5,6,12,20,25,20081122
4,12,24,27,28,32,10,20081115
1,5,19,28,34,41,16,20081108
1,2,5,11,18,36,22,20081101
14,15,17,19,37,45,40,20081025
5,15,21,23,25,45,12,20081018
4,18,23,30,34,41,19,20081011
7,8,18,21,23,39,9,20081004
4,10,16,26,33,41,38,20080927
2,14,17,30,38,45,43,20080920
13,19,20,32,38,42,4,20080913
7,11,13,33,37,43,26,20080906
7,9,10,12,26,38,39,20080830
1,3,20,25,36,45,24,20080823
5,9,27,29,37,40,19,20080816
6,11,19,20,28,32,34,20080809
3,8,15,27,30,45,44,20080802
1,4,12,16,18,38,8,20080726
6,10,17,30,37,38,40,20080719
1,9,17,21,29,33,24,20080712
17,18,31,32,33,34,10,20080705
3,7,8,18,20,42,45,20080628
8,13,18,32,39,45,7,20080621
3,14,33,37,38,42,10,20080614
1,12,17,28,35,41,10,20080607
6,12,24,27,35,37,41,20080531
1,15,19,40,42,44,17,20080524
13,33,37,40,41,45,2,20080517
2,7,15,24,30,45,28,20080510
6,8,18,31,38,45,42,20080503
2,5,10,18,31,32,30,20080426
1,3,4,6,14,41,12,20080419
10,11,23,24,36,37,35,20080412
7,16,31,36,37,38,11,20080405
3,11,37,39,41,43,13,20080329
10,12,13,15,25,29,20,20080322
4,15,21,33,39,41,25,20080315
14,19,20,35,38,40,26,20080308
13,14,15,26,35,39,25,20080301
1,8,24,31,34,44,6,20080223
7,9,12,27,39,43,28,20080216
3,8,9,27,29,40,36,20080209
5,9,12,20,21,26,27,20080202
5,18,20,36,42,43,32,20080126
3,10,19,24,32,45,12,20080119
7,8,24,34,36,41,1,20080112
3,4,9,11,22,42,37,20080105
5,9,34,37,38,39,12,20071229
9,16,27,36,41,44,5,20071222
1,27,28,32,37,40,18,20071215
9,12,24,25,29,31,36,20071208
6,11,16,18,31,43,2,20071201
7,12,15,24,37,40,43,20071124
4,5,14,35,42,45,34,20071117
14,27,30,31,38,40,17,20071110
6,13,27,31,32,37,4,20071103
4,11,14,21,23,43,32,20071027
1,5,6,24,27,42,32,20071020
1,5,19,20,24,30,27,20071013
8,19,25,31,34,36,33,20071006
14,23,26,31,39,45,28,20070929
6,7,19,25,28,38,45,20070922
19,23,30,37,43,45,38,20070915
3,8,27,31,41,44,11,20070908
3,8,17,23,38,45,13,20070901
12,15,28,36,39,40,13,20070825
13,18,21,23,26,39,15,20070818
9,11,27,31,32,38,22,20070811
13,16,25,36,37,38,19,20070804
2,12,17,19,28,42,34,20070728
4,19,20,21,32,34,43,20070721
2,16,24,27,28,35,21,20070714
6,10,16,40,41,43,21,20070707
11,15,24,39,41,44,7,20070630
2,4,15,28,31,34,35,20070623
1,11,17,21,24,44,33,20070616
1,4,8,13,37,39,7,20070609
21,22,26,27,31,37,8,20070602
13,21,22,24,26,37,4,20070526
4,6,13,17,28,40,39,20070519
8,9,10,12,24,44,35,20070512
5,10,19,31,44,45,27,20070505
5,11,14,29,32,33,12,20070428
4,5,9,11,23,38,35,20070421
17,25,35,36,39,44,23,20070414
4,5,15,16,22,42,2,20070407
2,6,8,14,21,22,34,20070331
5,11,13,19,31,36,7,20070324
4,19,26,27,30,42,7,20070317
1,3,18,20,26,27,38,20070310
5,7,28,29,39,43,44,20070303
2,20,33,35,37,40,10,20070224
5,11,19,21,34,43,31,20070217
4,11,20,26,35,37,16,20070210
1,8,14,18,29,44,20,20070203
16,20,27,33,35,39,38,20070127
7,16,17,33,36,40,1,20070120
2,3,7,15,43,44,4,20070113
5,7,20,25,28,37,32,20070106
2,3,4,5,20,24,42,20061230
11,12,18,21,31,38,8,20061223
12,13,17,20,33,41,8,20061216
10,19,22,23,25,37,39,20061209
2,7,18,20,24,33,37,20061202
14,25,31,34,40,44,24,20061125
3,11,14,31,32,37,38,20061118
1,2,3,15,20,25,43,20061111
1,3,21,29,35,37,30,20061104
3,12,14,35,40,45,5,20061028
1,3,11,24,30,32,7,20061021
12,14,27,33,39,44,17,20061014
3,11,24,38,39,44,26,20061007
5,6,13,14,17,20,7,20060930
14,21,22,25,30,36,43,20060923
12,19,20,25,41,45,2,20060916
7,12,16,34,42,45,4,20060909
35,36,37,41,44,45,30,20060902
7,10,19,22,35,40,31,20060826
15,20,23,26,39,44,28,20060819
6,14,18,26,36,39,13,20060812
4,8,11,18,37,45,33,20060805
5,6,24,25,32,37,8,20060729
8,14,18,30,31,44,15,20060722
8,14,32,35,37,45,28,20060715
19,24,27,30,31,34,36,20060708
1,2,8,18,29,38,42,20060701
4,10,14,19,21,45,9,20060624
1,2,4,8,19,38,14,20060617
1,2,6,16,20,33,41,20060610
2,18,24,34,40,42,5,20060603
13,15,27,29,34,40,35,20060527
14,21,23,32,40,45,44,20060520
2,15,20,21,29,34,22,20060513
5,9,17,25,39,43,32,20060506
1,5,11,12,18,23,9,20060429
1,10,13,16,37,43,6,20060422
4,17,30,32,33,34,15,20060415
19,26,28,31,33,36,17,20060408
13,14,18,22,35,39,16,20060401
3,9,24,30,33,34,18,20060325
4,19,21,24,26,41,35,20060318
4,16,25,29,34,35,1,20060311
2,11,13,15,31,42,10,20060304
16,27,35,37,43,45,19,20060225
3,10,31,40,42,43,30,20060218
24,27,28,30,36,39,4,20060211
9,12,27,36,39,45,14,20060204
5,13,18,19,22,42,31,20060128
6,9,10,11,39,41,27,20060121
7,11,26,28,29,44,16,20060114
1,5,21,25,38,41,24,20060107
22,34,36,40,42,45,44,20051231
3,7,8,34,39,41,1,20051224
1,18,30,41,42,43,32,20051217
4,9,13,18,21,34,7,20051210
19,26,30,33,35,39,37,20051203
5,18,28,30,42,45,2,20051126
16,19,20,32,33,41,4,20051119
6,19,21,35,40,45,20,20051112
3,8,11,12,13,36,33,20051105
1,5,13,26,29,34,43,20051029
1,2,10,13,18,19,15,20051022
2,18,25,28,37,39,16,20051015
2,11,21,34,41,42,27,20051008
21,25,33,34,35,36,17,20051001
4,6,13,21,40,42,36,20050924
2,19,27,35,41,42,25,20050917
2,3,13,20,27,44,9,20050910
4,15,17,26,36,37,43,20050903
26,27,28,42,43,45,8,20050827
12,16,30,34,40,44,19,20050820
8,12,29,31,42,43,2,20050813
3,13,17,18,19,28,8,20050806
9,11,15,20,28,43,13,20050730
10,11,27,28,37,39,19,20050723
7,9,20,25,36,39,15,20050716
2,16,30,36,41,42,11,20050709
6,14,22,28,35,39,16,20050702
3,12,20,23,31,35,43,20050625
4,7,15,18,23,26,13,20050618
3,17,23,34,41,45,43,20050611
8,10,11,14,15,21,37,20050604
7,19,24,27,42,45,31,20050528
19,23,25,28,38,42,17,20050521
12,30,34,36,37,45,39,20050514
3,5,10,29,32,43,35,20050507
7,20,22,27,40,43,1,20050430
2,8,32,33,35,36,18,20050423
4,16,23,25,29,42,1,20050416
7,17,18,28,30,45,27,20050409
1,11,16,17,36,40,8,20050402
12,28,30,34,38,43,9,20050326
4,6,10,11,32,37,30,20050319
3,11,13,14,17,21,38,20050312
3,4,10,17,19,22,38,20050305
5,10,22,34,36,44,35,20050226
2,4,25,31,34,37,17,20050219
1,2,6,9,25,28,31,20050212
11,14,19,26,28,41,2,20050205
4,9,28,33,36,45,26,20050129
26,29,30,33,41,42,43,20050122
7,18,31,33,36,40,27,20050115
7,20,22,23,29,43,1,20050108
1,5,34,36,42,44,33,20050101
7,18,22,23,29,44,12,20041225
1,4,5,6,9,31,17,20041218
4,10,12,22,24,33,29,20041211
8,10,20,34,41,45,28,20041204
17,32,33,34,42,44,35,20041127
5,14,15,27,30,45,10,20041120
17,22,24,26,35,40,42,20041113
1,3,17,32,35,45,8,20041106
1,7,11,23,37,42,6,20041030
1,3,10,27,29,37,11,20041023
6,9,16,23,24,32,43,20041016
6,7,14,15,20,36,3,20041009
1,3,8,21,22,31,20,20041002
8,17,27,31,34,43,14,20040925
5,32,34,40,41,45,6,20040918
6,22,24,36,38,44,19,20040911
3,14,24,33,35,36,17,20040904
1,21,24,26,29,42,27,20040828
17,20,29,35,38,44,10,20040821
4,26,28,29,33,40,37,20040814
1,17,20,24,30,41,27,20040807
4,12,16,23,34,43,26,20040731
2,12,37,39,41,45,33,20040724
6,8,13,23,31,36,21,20040717
16,23,27,34,42,45,11,20040710
6,10,15,17,19,34,14,20040703
1,2,3,14,27,42,39,20040626
5,7,11,13,20,33,6,20040619
17,18,24,25,26,30,1,20040612
3,12,24,27,30,32,14,20040605
10,13,25,29,33,35,38,20040529
2,18,29,32,43,44,37,20040522
1,3,15,22,25,37,43,20040515
2,5,24,32,34,44,28,20040508
6,15,17,18,35,40,23,20040501
3,12,18,32,40,43,38,20040424
2,4,11,17,26,27,1,20040417
5,9,12,16,29,41,21,20040410
5,19,22,25,28,43,26,20040403
5,8,14,15,19,39,35,20040327
10,12,15,16,26,39,38,20040320
3,7,10,15,36,38,33,20040313
2,3,7,17,22,24,45,20040306
4,25,33,36,40,43,39,20040228
14,15,18,21,26,36,39,20040221
3,20,23,36,38,40,5,20040214
3,8,15,27,29,35,21,20040207
14,15,19,30,38,43,8,20040131
2,8,25,36,39,42,11,20040124
6,29,36,39,41,45,13,20040117
10,24,25,33,40,44,1,20040110
7,10,16,25,29,44,6,20040103
10,14,30,31,33,37,19,20031227
17,21,31,37,40,44,7,20031220
1,8,21,27,36,39,37,20031213
7,8,14,32,33,39,42,20031206
2,4,15,16,20,29,1,20031129
2,3,11,16,26,44,35,20031122
2,10,12,15,22,44,1,20031115
4,7,16,19,33,40,30,20031108
6,10,18,26,37,38,3,20031101
14,17,26,31,36,45,27,20031025
8,13,15,23,31,38,39,20031018
1,10,20,27,33,35,17,20031011
3,11,21,30,38,45,39,20031004
6,31,35,38,39,44,1,20030927
17,18,19,21,23,32,1,20030920
13,20,23,35,38,43,34,20030913
7,13,18,19,25,26,6,20030906
6,7,13,15,21,43,8,20030830
16,17,22,30,37,43,36,20030823
7,27,30,33,35,37,42,20030816
1,10,23,26,28,40,31,20030809
2,3,11,26,37,43,39,20030802
9,26,35,37,40,42,2,20030726
4,7,32,33,40,41,9,20030719
6,14,19,25,34,44,11,20030712
7,9,18,23,28,35,32,20030705
8,17,20,35,36,44,4,20030628
1,5,13,34,39,40,11,20030621
9,18,23,25,35,37,1,20030614
1,20,26,28,37,43,27,20030607
4,5,7,18,20,25,31,20030531
2,4,21,26,43,44,16,20030524
7,8,27,29,36,43,6,20030517
5,13,17,18,33,42,44,20030510
4,5,6,8,17,39,25,20030503
6,12,17,18,31,32,21,20030426
10,14,18,20,23,30,41,20030419
6,30,38,39,40,43,26,20030412
3,12,13,19,32,35,29,20030405
3,4,9,17,32,37,1,20030329
6,7,24,37,38,40,33,20030322
3,4,16,30,31,37,13,20030315
2,6,12,31,33,40,15,20030308
22,23,25,37,38,42,26,20030301
2,11,21,25,39,45,44,20030222
1,7,36,37,41,42,14,20030215
9,25,30,33,41,44,6,20030208
2,4,16,17,36,39,14,20030201
8,19,25,34,37,39,9,20030125
2,9,16,25,26,40,42,20030118
14,15,26,27,40,42,34,20030111
16,24,29,40,41,42,3,20030104
14,27,30,31,40,42,2,20021228
11,16,19,21,27,31,30,20021221
9,13,21,25,32,42,2,20021214
10,23,29,33,37,40,16,20021207
